JournalCode	JournalLib                    	EcritureNum	EcritureDate	CompteNum    	CompteLib                          	CompAuxNum   	CompAuxLib                         	PieceRef    	PieceDate	EcritureLib                        	        Debit	       Credit	EcritureLet	DateLet 	ValidDate	Montantdevise	Idevise
AC         	Achats                        	568        	20150430    	401000       	COMPTE COLLECTIF FOURNISSEURS      	DIVERS       	COMPTE COLLECTIF FOURNISSEURS      	CREDIPAR 042	20150430 	CREDIPAR                           	0000000000,00	0000000438,98	AGV        	20160223	20160927	             	       
AC         	Achats                        	568        	20150430    	612000       	REDEVANCES DE CRÉDIT-BAIL          	             	                                   	CREDIPAR 042	20150430 	CREDIPAR                           	0000000438,98	0000000000,00	A          	20160229	20160927	             	       
AC         	Achats                        	569        	20150430    	401000       	COMPTE COLLECTIF FOURNISSEURS      	DIVERS       	COMPTE COLLECTIF FOURNISSEURS      	CREDIPAR0420	20150430 	CREDIPAR                           	0000000000,00	0000000571,32	AGP        	20160223	20160927	             	       
AC         	Achats                        	569        	20150430    	401000       	COMPTE COLLECTIF FOURNISSEURS      	DIVERS       	COMPTE COLLECTIF FOURNISSEURS      	CREDIPAR0420	20150430 	CREDIPAR                           	0000000000,00	0000000502,08	AGP        	20160223	20160927	             	       
AC         	Achats                        	569        	20150430    	401000       	COMPTE COLLECTIF FOURNISSEURS      	DIVERS       	COMPTE COLLECTIF FOURNISSEURS      	CREDIPAR0420	20150430 	CREDIPAR                           	0000000000,00	0000000582,08	AGP        	20160223	20160927	             	       
AC         	Achats                        	569        	20150430    	612000       	REDEVANCES DE CRÉDIT-BAIL          	             	                                   	CREDIPAR0420	20150430 	CREDIPAR                           	0000000488,45	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	569        	20150430    	612000       	REDEVANCES DE CRÉDIT-BAIL          	             	                                   	CREDIPAR0420	20150430 	CREDIPAR                           	0000000496,29	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	569        	20150430    	612000       	REDEVANCES DE CRÉDIT-BAIL          	             	                                   	CREDIPAR0420	20150430 	CREDIPAR                           	0000000502,08	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	569        	20150430    	445664       	TVA SUR AUTRES BIENS ET SERVICES 19	             	                                   	CREDIPAR0420	20150430 	CREDIPAR                           	0000000082,87	0000000000,00	ABO        	20160223	20160927	             	       
AC         	Achats                        	569        	20150430    	445664       	TVA SUR AUTRES BIENS ET SERVICES 19	             	                                   	CREDIPAR0420	20150430 	CREDIPAR                           	0000000085,79	0000000000,00	ABO        	20160223	20160927	             	       
AC         	Achats                        	570        	20150430    	607000       	ACHATS DE MARCHANDISES             	             	                                   	FC00115-0424	20150430 	BOISS                              	0000000499,62	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	570        	20150430    	401000       	COMPTE COLLECTIF FOURNISSEURS      	DIVERS       	COMPTE COLLECTIF FOURNISSEURS      	FC00115-0424	20150430 	BOISS                              	0000000000,00	0000000599,54	AAM        	20160223	20160927	             	       
AC         	Achats                        	570        	20150430    	445664       	TVA SUR AUTRES BIENS ET SERVICES 19	             	                                   	FC00115-0424	20150430 	BOISS                              	0000000099,92	0000000000,00	ABO        	20160223	20160927	             	       
AC         	Achats                        	571        	20150430    	607000       	ACHATS DE MARCHANDISES             	             	                                   	L2951218    	20150430 	YPREMANU                           	0000000036,92	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	571        	20150430    	401000       	COMPTE COLLECTIF FOURNISSEURS      	DIVERS       	COMPTE COLLECTIF FOURNISSEURS      	L2951218    	20150430 	YPREMANU                           	0000000000,00	0000000044,30	AAE        	20160223	20160927	             	       
AC         	Achats                        	571        	20150430    	445664       	TVA SUR AUTRES BIENS ET SERVICES 19	             	                                   	L2951218    	20150430 	YPREMANU                           	0000000007,38	0000000000,00	ABO        	20160223	20160927	             	       
AC         	Achats                        	572        	20150430    	606300       	ACCESSOIRES ET PETITS ÉQUIPEMENTS  	             	                                   	NOTEFRAISROM	20150430 	NOTE FRAIS                         	0000000003,04	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	572        	20150430    	607000       	ACHATS DE MARCHANDISES             	             	                                   	NOTEFRAISROM	20150430 	NOTE FRAIS                         	0000000239,43	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	572        	20150430    	625001       	CARBURANT                          	             	                                   	NOTEFRAISROM	20150430 	NOTE FRAIS                         	0000000135,45	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	572        	20150430    	625000       	DÉPLACEMENTS, MISSIONS ET RÉCEPTION	             	                                   	NOTEFRAISROM	20150430 	NOTE FRAIS                         	0000000016,79	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	572        	20150430    	615000       	ENTRETIEN ET RÉPARATIONS           	             	                                   	NOTEFRAISROM	20150430 	NOTE FRAIS                         	0000000064,17	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	572        	20150430    	467500       	NDF                                	             	                                   	NOTEFRAISROM	20150430 	NOTE FRAIS                         	0000000000,00	0000000533,16	AAH        	20160223	20160927	             	       
AC         	Achats                        	572        	20150430    	445664       	TVA SUR AUTRES BIENS ET SERVICES 19	             	                                   	NOTEFRAISROM	20150430 	NOTE FRAIS                         	0000000074,28	0000000000,00	ABO        	20160223	20160927	             	       
AC         	Achats                        	573        	20150430    	607000       	ACHATS DE MARCHANDISES             	             	                                   	NOTEFRAISXAV	20150430 	NOTE FRAIS                         	0000000034,91	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	573        	20150430    	625001       	CARBURANT                          	             	                                   	NOTEFRAISXAV	20150430 	NOTE FRAIS                         	0000000194,48	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	573        	20150430    	625000       	DÉPLACEMENTS, MISSIONS ET RÉCEPTION	             	                                   	NOTEFRAISXAV	20150430 	NOTE FRAIS                         	0000000000,50	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	573        	20150430    	625000       	DÉPLACEMENTS, MISSIONS ET RÉCEPTION	             	                                   	NOTEFRAISXAV	20150430 	NOTE FRAIS                         	0000000006,25	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	573        	20150430    	625000       	DÉPLACEMENTS, MISSIONS ET RÉCEPTION	             	                                   	NOTEFRAISXAV	20150430 	NOTE FRAIS                         	0000000009,77	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	573        	20150430    	625000       	DÉPLACEMENTS, MISSIONS ET RÉCEPTION	             	                                   	NOTEFRAISXAV	20150430 	NOTE FRAIS                         	0000000020,18	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	573        	20150430    	615000       	ENTRETIEN ET RÉPARATIONS           	             	                                   	NOTEFRAISXAV	20150430 	NOTE FRAIS                         	0000000009,58	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	573        	20150430    	626000       	FRAIS POSTAUX ET FRAIS DE TÉLÉCOMMU	             	                                   	NOTEFRAISXAV	20150430 	NOTE FRAIS                         	0000000001,90	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	573        	20150430    	467200       	NDF                                	             	                                   	NOTEFRAISXAV	20150430 	NOTE FRAIS                         	0000000000,00	0000000564,61	AAL        	20160223	20160927	             	       
AC         	Achats                        	573        	20150430    	625700       	RESTAURANT                         	             	                                   	NOTEFRAISXAV	20150430 	NOTE FRAIS                         	0000000211,28	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	573        	20150430    	445664       	TVA SUR AUTRES BIENS ET SERVICES 19	             	                                   	NOTEFRAISXAV	20150430 	NOTE FRAIS                         	0000000075,76	0000000000,00	ABO        	20160223	20160927	             	       
AC         	Achats                        	574        	20150430    	606300       	ACCESSOIRES ET PETITS ÉQUIPEMENTS  	             	                                   	NOTEFRAISYAN	20150430 	NOTE FRAIS                         	0000000008,25	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	574        	20150430    	625001       	CARBURANT                          	             	                                   	NOTEFRAISYAN	20150430 	NOTE FRAIS                         	0000000269,97	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	574        	20150430    	467800       	NDF                                	             	                                   	NOTEFRAISYAN	20150430 	NOTE FRAIS                         	0000000000,00	0000000350,46	AAD        	20160223	20160927	             	       
AC         	Achats                        	574        	20150430    	606400       	PAPETERIE                          	             	                                   	NOTEFRAISYAN	20150430 	NOTE FRAIS                         	0000000040,00	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	574        	20150430    	445664       	TVA SUR AUTRES BIENS ET SERVICES 19	             	                                   	NOTEFRAISYAN	20150430 	NOTE FRAIS                         	0000000032,24	0000000000,00	ABO        	20160223	20160927	             	       
AC         	Achats                        	575        	20150430    	607000       	ACHATS DE MARCHANDISES             	             	                                   	NOTESFRAISDA	20150430 	NOTE FRAIS                         	0000000207,91	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	575        	20150430    	625001       	CARBURANT                          	             	                                   	NOTESFRAISDA	20150430 	NOTE FRAIS                         	0000000442,29	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	575        	20150430    	625000       	DÉPLACEMENTS, MISSIONS ET RÉCEPTION	             	                                   	NOTESFRAISDA	20150430 	NOTE FRAIS                         	0000000003,70	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	575        	20150430    	625000       	DÉPLACEMENTS, MISSIONS ET RÉCEPTION	             	                                   	NOTESFRAISDA	20150430 	NOTE FRAIS                         	0000000003,47	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	575        	20150430    	625000       	DÉPLACEMENTS, MISSIONS ET RÉCEPTION	             	                                   	NOTESFRAISDA	20150430 	NOTE FRAIS                         	0000000003,70	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	575        	20150430    	467300       	NDF                                	             	                                   	NOTESFRAISDA	20150430 	NOTE FRAIS                         	0000000000,00	0000000798,54	AAF        	20160223	20160927	             	       
AC         	Achats                        	575        	20150430    	606400       	PAPETERIE                          	             	                                   	NOTESFRAISDA	20150430 	NOTE FRAIS                         	0000000015,00	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	575        	20150430    	445664       	TVA SUR AUTRES BIENS ET SERVICES 19	             	                                   	NOTESFRAISDA	20150430 	NOTE FRAIS                         	0000000122,47	0000000000,00	ABO        	20160223	20160927	             	       
AC         	Achats                        	576        	20150430    	607000       	ACHATS DE MARCHANDISES             	             	                                   	NOTESFRAISXC	20150430 	NOTE FRAIS                         	0000000632,01	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	576        	20150430    	625001       	CARBURANT                          	             	                                   	NOTESFRAISXC	20150430 	NOTE FRAIS                         	0000000173,26	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	576        	20150430    	671200       	CONTRAVENTIONS ET MAJORATIONS DE RE	             	                                   	NOTESFRAISXC	20150430 	NOTE FRAIS                         	0000000075,00	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	576        	20150430    	625000       	DÉPLACEMENTS, MISSIONS ET RÉCEPTION	             	                                   	NOTESFRAISXC	20150430 	NOTE FRAIS                         	0000000004,36	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	576        	20150430    	625000       	DÉPLACEMENTS, MISSIONS ET RÉCEPTION	             	                                   	NOTESFRAISXC	20150430 	NOTE FRAIS                         	0000000021,00	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	576        	20150430    	467200       	NDF                                	             	                                   	NOTESFRAISXC	20150430 	NOTE FRAIS                         	0000000000,00	0000001181,13	AAK        	20160223	20160927	             	       
AC         	Achats                        	576        	20150430    	606400       	PAPETERIE                          	             	                                   	NOTESFRAISXC	20150430 	NOTE FRAIS                         	0000000021,59	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	576        	20150430    	625700       	RESTAURANT                         	             	                                   	NOTESFRAISXC	20150430 	NOTE FRAIS                         	0000000080,43	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	576        	20150430    	445664       	TVA SUR AUTRES BIENS ET SERVICES 19	             	                                   	NOTESFRAISXC	20150430 	NOTE FRAIS                         	0000000173,48	0000000000,00	ABO        	20160223	20160927	             	       
AC         	Achats                        	577        	20150430    	625001       	CARBURANT                          	             	                                   	NOTESFRAISYE	20150430 	NOTE FRAIS                         	0000000025,83	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	577        	20150430    	625000       	DÉPLACEMENTS, MISSIONS ET RÉCEPTION	             	                                   	NOTESFRAISYE	20150430 	NOTE FRAIS                         	0000000020,75	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	577        	20150430    	626000       	FRAIS POSTAUX ET FRAIS DE TÉLÉCOMMU	             	                                   	NOTESFRAISYE	20150430 	NOTE FRAIS                         	0000000058,05	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	577        	20150430    	467700       	NDF                                	             	                                   	NOTESFRAISYE	20150430 	NOTE FRAIS                         	0000000000,00	0000000233,62	AAE        	20160223	20160927	             	       
AC         	Achats                        	577        	20150430    	606400       	PAPETERIE                          	             	                                   	NOTESFRAISYE	20150430 	NOTE FRAIS                         	0000000099,73	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	577        	20150430    	445664       	TVA SUR AUTRES BIENS ET SERVICES 19	             	                                   	NOTESFRAISYE	20150430 	NOTE FRAIS                         	0000000029,26	0000000000,00	ABO        	20160223	20160927	             	       
VE         	Ventes                        	578        	20150430    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F15 04 051  	20150430 	CABINET C                          	0000012833,00	0000000000,00	AAA        	20160223	20160927	             	       
VE         	Ventes                        	578        	20150430    	706010       	PRESTATIONS SERVICE 10%            	             	                                   	F15 04 051  	20150430 	CABINET C                          	0000000000,00	0000011666,36	           	        	20160927	             	       
VE         	Ventes                        	578        	20150430    	445720       	TVA 10%                            	             	                                   	F15 04 051  	20150430 	CABINET C                          	0000000000,00	0000001166,64	           	        	20160927	             	       
VE         	Ventes                        	579        	20150430    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F15 04 052  	20150430 	CABINET S                          	0000044000,00	0000000000,00	AAE        	20160223	20160927	             	       
VE         	Ventes                        	579        	20150430    	706010       	PRESTATIONS SERVICE 10%            	             	                                   	F15 04 052  	20150430 	CABINET S                          	0000000000,00	0000040000,00	           	        	20160927	             	       
VE         	Ventes                        	579        	20150430    	445720       	TVA 10%                            	             	                                   	F15 04 052  	20150430 	CABINET S                          	0000000000,00	0000004000,00	           	        	20160927	             	       
VE         	Ventes                        	580        	20150430    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F15 04 053  	20150430 	CABINET V                          	0000003164,80	0000000000,00	           	        	20160927	             	       
VE         	Ventes                        	580        	20150430    	706010       	PRESTATIONS SERVICE 10%            	             	                                   	F15 04 053  	20150430 	CABINET V                          	0000000000,00	0000002877,09	           	        	20160927	             	       
VE         	Ventes                        	580        	20150430    	445720       	TVA 10%                            	             	                                   	F15 04 053  	20150430 	CABINET V                          	0000000000,00	0000000287,71	           	        	20160927	             	       
VE         	Ventes                        	581        	20150430    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F15 04 054  	20150430 	LOISEL                             	0000002587,59	0000000000,00	AAQ        	20160223	20160927	             	       
VE         	Ventes                        	581        	20150430    	706010       	PRESTATIONS SERVICE 10%            	             	                                   	F15 04 054  	20150430 	LOISEL                             	0000000000,00	0000002352,35	           	        	20160927	             	       
VE         	Ventes                        	581        	20150430    	445720       	TVA 10%                            	             	                                   	F15 04 054  	20150430 	LOISEL                             	0000000000,00	0000000235,24	           	        	20160927	             	       
VE         	Ventes                        	582        	20150430    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F15 04 055  	20150430 	CAST                               	0000011074,96	0000000000,00	AAL        	20160223	20160927	             	       
VE         	Ventes                        	582        	20150430    	706020       	PRETATIONS SERVICES 20%            	             	                                   	F15 04 055  	20150430 	CAST                               	0000000000,00	0000009229,13	           	        	20160927	             	       
VE         	Ventes                        	582        	20150430    	445730       	TVA 20%                            	             	                                   	F15 04 055  	20150430 	CAST                               	0000000000,00	0000001845,83	           	        	20160927	             	       
VE         	Ventes                        	583        	20150430    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F15 04 056  	20150430 	SAFAR                              	0000002508,00	0000000000,00	AAQ        	20160223	20160927	             	       
VE         	Ventes                        	583        	20150430    	706010       	PRESTATIONS SERVICE 10%            	             	                                   	F15 04 056  	20150430 	SAFAR                              	0000000000,00	0000002280,00	           	        	20160927	             	       
VE         	Ventes                        	583        	20150430    	445720       	TVA 10%                            	             	                                   	F15 04 056  	20150430 	SAFAR                              	0000000000,00	0000000228,00	           	        	20160927	             	       
VE         	Ventes                        	584        	20150430    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F15 04 057  	20150430 	CABINET J                          	0000005154,60	0000000000,00	AAQ        	20160223	20160927	             	       
VE         	Ventes                        	584        	20150430    	706010       	PRESTATIONS SERVICE 10%            	             	                                   	F15 04 057  	20150430 	CABINET J                          	0000000000,00	0000004686,00	           	        	20160927	             	       
VE         	Ventes                        	584        	20150430    	445720       	TVA 10%                            	             	                                   	F15 04 057  	20150430 	CABINET J                          	0000000000,00	0000000468,60	           	        	20160927	             	       
BP         	???                           	585        	20150430    	512100       	BANQUE PRINCIPALE                  	             	                                   	15_04       	20150430 	Dépenses de avril 2015             	0000000000,00	0000281079,41	           	        	20160927	             	       
BP         	???                           	585        	20150430    	512100       	BANQUE PRINCIPALE                  	             	                                   	15_04       	20150430 	Recettes de avril 2015             	0000200161,54	0000000000,00	           	        	20160927	             	       
BP         	???                           	585        	20150430    	580CENTRAL   	COMPTE CENTRALISATEUR              	             	                                   	0           	20150430 	Centralisation                     	0000100810,50	0000000000,00	           	        	20160927	             	       
BP         	???                           	585        	20150430    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F15 03 048  	20150430 	CABINET C                          	0000000000,00	0000033495,00	           	        	20160927	             	       
BP         	???                           	585        	20150430    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F15 03 024  	20150430 	CABINET J                          	0000000000,00	0000001958,00	AAP        	20160223	20160927	             	       
BP         	???                           	585        	20150430    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	F15 01 001  	20150430 	CANIET DU                          	0000000000,00	0000000242,00	AAA        	20160223	20160927	             	       
BP         	???                           	585        	20150430    	411000       	COMPTE COLLECTIF CLIENT            	DIVERS       	COMPTE COLLECTIF CLIENT            	f14 12 144  	20150430 	LLPS                               	0000000000,00	0000000756,00	A          	20160225	20160927	             	       
BP         	???                           	585        	20150430    	401000       	COMPTE COLLECTIF FOURNISSEURS      	DIVERS       	COMPTE COLLECTIF FOURNISSEURS      	LCR         	20150430 	COMPTOIR GENERAL                   	0000005665,37	0000000000,00	AAQ        	20160223	20160927	             	       
BP         	???                           	585        	20150430    	401000       	COMPTE COLLECTIF FOURNISSEURS      	DIVERS       	COMPTE COLLECTIF FOURNISSEURS      	ANNULCH21900	20150430 	GLO INTERIM                        	0000000000,00	0000014203,68	ABX        	20160223	20160927	             	       
BP         	???                           	585        	20150430    	401000       	COMPTE COLLECTIF FOURNISSEURS      	DIVERS       	COMPTE COLLECTIF FOURNISSEURS      	LCR         	20150430 	PM PLASTIQUES                      	0000000389,00	0000000000,00	AAM        	20160223	20160927	             	       
BP         	???                           	585        	20150430    	401000       	COMPTE COLLECTIF FOURNISSEURS      	DIVERS       	COMPTE COLLECTIF FOURNISSEURS      	CB          	20150430 	REST LE BISTROT                    	0000000117,70	0000000000,00	BUE        	20160223	20160927	             	       
BP         	???                           	585        	20150430    	467300       	NDF                                	             	                                   	CH2190015   	20150430 	NOTE FRAIS                         	0000000798,46	0000000000,00	AAF        	20160223	20160927	             	       
BP         	???                           	585        	20150430    	164300       	PRETMATERIEL MDS ECH28022017       	             	                                   	PLVT        	20150430 	PRETMATERIEL MDS ECH28022017       	0000000914,44	0000000000,00	           	        	20160927	             	       
BP         	???                           	585        	20150430    	437500       	PROBTP                             	             	                                   	PLVT        	20150430 	PROBTP COT1ER T2015                	0000022929,84	0000000000,00	           	        	20160927	             	       
BP         	???                           	585        	20150430    	791000       	TRANSFERT DE CHARGES D'EXPLOITATION	             	                                   	RBT SMA VIE 	20150430 	RBT SMA VIE????????????????????????	0000000000,00	0000000052,76	           	        	20160927	             	       
OD         	Opérations diverses           	586        	20150430    	445670       	CRÉDIT DE TVA A REPORTER           	             	                                   	CA3         	20150430 	TVA 042015                         	0000004529,00	0000000000,00	           	        	20160927	             	       
OD         	Opérations diverses           	586        	20150430    	445720       	TVA 10%                            	             	                                   	CA3         	20150430 	TVA 042015                         	0000010468,00	0000000000,00	           	        	20160927	             	       
OD         	Opérations diverses           	586        	20150430    	445730       	TVA 20%                            	             	                                   	CA3         	20150430 	TVA 042015                         	0000000126,00	0000000000,00	           	        	20160927	             	       
OD         	Opérations diverses           	586        	20150430    	445664       	TVA SUR AUTRES BIENS ET SERVICES 19	             	                                   	CA3         	20150430 	TVA 042015                         	0000000000,00	0000015123,00	ABM        	20160223	20160927	             	       
OD         	Opérations diverses           	587        	20150430    	437600       	CNETP                              	             	                                   	Paye0415    	20150430 	Salaires Avril 2015 - part pat.    	0000000000,00	0000007466,46	AD         	20160301	20160927	             	       
OD         	Opérations diverses           	587        	20150430    	437300       	COMPTE CRÉÉ PENDANT TRANSFERT      	             	                                   	Paye0415    	20150430 	Salaires Avril 2015 - part pat.    	0000000000,00	0000000411,51	           	        	20160927	             	       
OD         	Opérations diverses           	587        	20150430    	437300       	COMPTE CRÉÉ PENDANT TRANSFERT      	             	                                   	Paye0415    	20150430 	Salaires Avril 2015 - part sal.    	0000000000,00	0000000206,52	           	        	20160927	             	       
OD         	Opérations diverses           	587        	20150430    	645810       	COTISATION CNETP                   	             	                                   	Paye0415    	20150430 	Salaires Avril 2015                	0000007466,46	0000000000,00	           	        	20160927	             	       
OD         	Opérations diverses           	587        	20150430    	645100       	COTISATIONS A L'URSSAF             	             	                                   	Paye0415    	20150430 	Salaires Avril 2015                	0000010769,03	0000000000,00	           	        	20160927	             	       
OD         	Opérations diverses           	587        	20150430    	645300       	COTISATIONS AUX CAISSES DE RETRAITE	             	                                   	Paye0415    	20150430 	Salaires Avril 2015                	0000003480,94	0000000000,00	           	        	20160927	             	       
OD         	Opérations diverses           	587        	20150430    	645500       	COTISATIONS PREVOYANCE             	             	                                   	Paye0415    	20150430 	Salaires Avril 2015                	0000000411,51	0000000000,00	           	        	20160927	             	       
OD         	Opérations diverses           	587        	20150430    	641330       	INDEMNITÉ TRANSPORT                	             	                                   	Paye0415    	20150430 	Salaires Avril 2015                	0000000161,70	0000000000,00	           	        	20160927	             	       
OD         	Opérations diverses           	587        	20150430    	425000       	CAMARA SAISIE SUR SALAIRE          	             	                                   	Paye0415    	20150430 	Salaires Avril 2015                	0000000000,00	0000000100,00	           	        	20160927	             	       
OD         	Opérations diverses           	587        	20150430    	437500       	PROBTP                             	             	                                   	Paye0415    	20150430 	Salaires Avril 2015 - part pat.    	0000000000,00	0000003480,94	           	        	20160927	             	       
OD         	Opérations diverses           	587        	20150430    	437500       	PROBTP                             	             	                                   	Paye0415    	20150430 	Salaires Avril 2015 - part sal.    	0000000000,00	0000001944,08	           	        	20160927	             	       
OD         	Opérations diverses           	587        	20150430    	421000       	NDF                                	             	                                   	Paye0415    	20150430 	Salaires Avril 2015                	0000000000,00	0000003880,14	AAB        	20160223	20160927	             	       
OD         	Opérations diverses           	587        	20150430    	421000       	NDF                                	             	                                   	Paye0415    	20150430 	Salaires Avril 2015                	0000000000,00	0000004260,19	AAI        	20160223	20160927	             	       
OD         	Opérations diverses           	587        	20150430    	421000       	NDF                                	             	                                   	Paye0415    	20150430 	Salaires Avril 2015                	0000000000,00	0000003943,29	AAV        	20160223	20160927	             	       
OD         	Opérations diverses           	587        	20150430    	421000       	NDF                                	             	                                   	Paye0415    	20150430 	Salaires Avril 2015                	0000000000,00	0000002241,37	AAQ        	20160223	20160927	             	       
OD         	Opérations diverses           	587        	20150430    	421000       	NDF                                	             	                                   	Paye0415    	20150430 	Salaires Avril 2015                	0000000000,00	0000002814,77	AAV        	20160223	20160927	             	       
OD         	Opérations diverses           	587        	20150430    	421000       	NDF                                	             	                                   	Paye0415    	20150430 	Salaires Avril 2015                	0000000000,00	0000001845,36	A          	20160226	20160927	             	       
OD         	Opérations diverses           	587        	20150430    	421000       	NDF                                	             	                                   	Paye0415    	20150430 	Salaires Avril 2015                	0000000000,00	0000002378,46	AAY        	20160223	20160927	             	       
OD         	Opérations diverses           	587        	20150430    	421000       	NDF                                	             	                                   	Paye0415    	20150430 	Salaires Avril 2015                	0000000000,00	0000002776,20	AAR        	20160223	20160927	             	       
OD         	Opérations diverses           	587        	20150430    	421000       	NDF                                	             	                                   	Paye0415    	20150430 	Salaires Avril 2015                	0000000000,00	0000002217,00	AAI        	20160223	20160927	             	       
OD         	Opérations diverses           	587        	20150430    	641100       	SALAIRES                           	             	                                   	Paye0415    	20150430 	Salaires Avril 2015                	0000033757,95	0000000000,00	           	        	20160927	             	       
OD         	Opérations diverses           	587        	20150430    	431000       	SÉCURITÉ SOCIALE                   	             	                                   	Paye0415    	20150430 	Salaires Avril 2015 - part pat.    	0000000000,00	0000010769,03	           	        	20160927	             	       
OD         	Opérations diverses           	587        	20150430    	431000       	SÉCURITÉ SOCIALE                   	             	                                   	Paye0415    	20150430 	Salaires Avril 2015 - part sal.    	0000000000,00	0000005312,27	           	        	20160927	             	       
ODPL       	Od Pluriel à remettre         	588        	20150430    	437600       	CNETP                              	             	                                   	0           	20150430 	Abattement Intempries - 04/15      	0000000357,04	0000000000,00	AD         	20160301	20160927	             	       
ODPL       	Od Pluriel à remettre         	588        	20150430    	645810       	COTISATION CNETP                   	             	                                   	0           	20150430 	Abattement Intempries - 04/15      	0000000000,00	0000000357,04	           	        	20160927	             	       
AC         	Achats                        	589        	20150501    	401000       	COMPTE COLLECTIF FOURNISSEURS      	DIVERS       	COMPTE COLLECTIF FOURNISSEURS      	CREDIPAR0520	20150501 	CREDIPAR                           	0000000000,00	0000000438,98	AHP        	20160223	20160927	             	       
AC         	Achats                        	589        	20150501    	401000       	COMPTE COLLECTIF FOURNISSEURS      	DIVERS       	COMPTE COLLECTIF FOURNISSEURS      	CREDIPAR0520	20150501 	CREDIPAR                           	0000000000,00	0000000571,32	AGQ        	20160223	20160927	             	       
AC         	Achats                        	589        	20150501    	401000       	COMPTE COLLECTIF FOURNISSEURS      	DIVERS       	COMPTE COLLECTIF FOURNISSEURS      	CREDIPAR0520	20150501 	CREDIPAR                           	0000000000,00	0000000502,08	AGQ        	20160223	20160927	             	       
AC         	Achats                        	589        	20150501    	401000       	COMPTE COLLECTIF FOURNISSEURS      	DIVERS       	COMPTE COLLECTIF FOURNISSEURS      	CREDIPAR0520	20150501 	CREDIPAR                           	0000000000,00	0000000582,08	AGQ        	20160223	20160927	             	       
AC         	Achats                        	589        	20150501    	613600       	LOYER 2008                         	             	                                   	CREDIPAR0520	20150501 	CREDIPAR                           	0000000438,98	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	589        	20150501    	612000       	REDEVANCES DE CRÉDIT-BAIL          	             	                                   	CREDIPAR0520	20150501 	CREDIPAR                           	0000000488,45	0000000000,00	           	        	20160927	             	       
AC         	Achats                        	589        	20150501    	612000       	REDEVANCES DE CRÉDIT-BAIL          	             	                                   	CREDIPAR0520	20150501 	CREDIPAR                           	0000000502,08	0000000000,00	           	        	20160927	             	       
